,,trees,deep,maxS,percLabels
RDTLabel,Best Subset Accuracy,500,35,2,,,,
RDTPercentage,Best Subset Accuracy,500,25,2,,,,
RDTLabelPowerset,Best Subset Accuracy,500,35,2,,,,
RDTChainLabel,Best Subset Accuracy,500,25,2,0.2,,,
RDTChainPercentage,Best Subset Accuracy,500,30,2,0.3,,,

